日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2014-05-14,601939,0.44,0.42,0.44,0.42,179071,71255227.0,4.65,-2.33,-0.01,0.19
2014-05-15,601939,0.42,0.44,0.45,0.42,166510,66400219.0,7.14,4.76,0.02,0.17
2014-05-16,601939,0.44,0.45,0.45,0.43,180737,72216645.0,4.55,2.27,0.01,0.19
2014-05-19,601939,0.45,0.44,0.45,0.42,178622,71119525.0,6.67,-2.22,-0.01,0.19
2014-05-20,601939,0.44,0.44,0.44,0.42,115133,45872542.0,4.55,0.0,0.0,0.12
2014-05-21,601939,0.42,0.45,0.45,0.42,167422,66835635.0,6.82,2.27,0.01,0.17
2014-05-22,601939,0.45,0.46,0.47,0.44,209336,83911951.0,6.67,2.22,0.01,0.22
2014-05-23,601939,0.45,0.47,0.47,0.45,135461,54326220.0,4.35,2.17,0.01,0.14
2014-05-26,601939,0.48,0.47,0.49,0.46,158886,63991700.0,6.38,0.0,0.0,0.17
2014-05-27,601939,0.47,0.47,0.49,0.46,176921,71292554.0,6.38,0.0,0.0,0.18
2014-05-28,601939,0.47,0.51,0.51,0.47,232291,93930277.0,8.51,8.51,0.04,0.24
2014-05-29,601939,0.51,0.5,0.52,0.5,208983,84841443.0,3.92,-1.96,-0.01,0.22
2014-05-30,601939,0.51,0.48,0.51,0.46,266087,107294512.0,10.0,-4.0,-0.02,0.28
2014-06-03,601939,0.48,0.5,0.51,0.48,306040,123877730.0,6.25,4.17,0.02,0.32
2014-06-04,601939,0.5,0.47,0.5,0.47,259379,104735833.0,6.0,-6.0,-0.03,0.27
2014-06-05,601939,0.48,0.52,0.53,0.47,317391,128818763.0,12.77,10.64,0.05,0.33
2014-06-06,601939,0.52,0.5,0.54,0.5,293736,119557467.0,7.69,-3.85,-0.02,0.31
2014-06-09,601939,0.5,0.54,0.54,0.5,275295,112262732.0,8.0,8.0,0.04,0.29
2014-06-10,601939,0.54,0.58,0.59,0.52,436955,179329887.0,12.96,7.41,0.04,0.46
2014-06-11,601939,0.58,0.58,0.61,0.56,306763,126835347.0,8.62,0.0,0.0,0.32
2014-06-12,601939,0.57,0.58,0.6,0.57,175493,72532742.0,5.17,0.0,0.0,0.18
2014-06-13,601939,0.58,0.61,0.62,0.57,318497,132344696.0,8.62,5.17,0.03,0.33
2014-06-16,601939,0.61,0.64,0.64,0.6,334966,139582944.0,6.56,4.92,0.03,0.35
2014-06-17,601939,0.63,0.6,0.63,0.58,305395,126864636.0,7.81,-6.25,-0.04,0.32
2014-06-18,601939,0.6,0.59,0.6,0.57,202642,83811853.0,5.0,-1.67,-0.01,0.21
2014-06-19,601939,0.59,0.56,0.6,0.55,207002,85244937.0,8.47,-5.08,-0.03,0.22
2014-06-20,601939,0.56,0.59,0.6,0.54,197985,81761360.0,10.71,5.36,0.03,0.21
2014-06-23,601939,0.59,0.57,0.61,0.56,191449,79173968.0,8.47,-3.39,-0.02,0.2
2014-06-24,601939,0.57,0.57,0.58,0.55,134610,55448260.0,5.26,0.0,0.0,0.14
2014-06-25,601939,0.57,0.55,0.58,0.54,130863,53727530.0,7.02,-3.51,-0.02,0.14
2014-06-26,601939,0.55,0.56,0.57,0.55,156732,64429619.0,3.64,1.82,0.01,0.16
2014-06-27,601939,0.56,0.56,0.57,0.55,158801,65236149.0,3.57,0.0,0.0,0.17
2014-06-30,601939,0.56,0.58,0.59,0.56,151081,62377684.0,5.36,3.57,0.02,0.16
2014-07-01,601939,0.59,0.58,0.59,0.56,131304,54139551.0,5.17,0.0,0.0,0.14
2014-07-02,601939,0.58,0.58,0.59,0.56,131311,54183024.0,5.17,0.0,0.0,0.14
2014-07-03,601939,0.59,0.62,0.62,0.58,243222,101147836.0,6.9,6.9,0.04,0.25
2014-07-04,601939,0.62,0.64,0.64,0.61,218451,91181550.0,4.84,3.23,0.02,0.23
2014-07-07,601939,0.64,0.65,0.65,0.63,275174,115322088.0,3.13,1.56,0.01,0.29
2014-07-08,601939,0.65,0.67,0.67,0.63,330142,138644952.0,6.15,3.08,0.02,0.34
2014-07-09,601939,0.66,0.65,0.68,0.63,433161,182130830.0,7.46,-2.99,-0.02,0.45
2014-07-10,601939,0.64,0.62,0.64,0.61,390119,151312105.0,4.62,-4.62,-0.03,0.41
2014-07-11,601939,0.62,0.65,0.67,0.61,239225,93367305.0,9.68,4.84,0.03,0.25
2014-07-14,601939,0.65,0.65,0.67,0.63,261488,101920448.0,6.15,0.0,0.0,0.27
2014-07-15,601939,0.66,0.68,0.68,0.65,289218,113239345.0,4.62,4.62,0.03,0.3
2014-07-16,601939,0.67,0.68,0.69,0.66,235369,92410344.0,4.41,0.0,0.0,0.25
2014-07-17,601939,0.68,0.66,0.68,0.65,233602,91420430.0,4.41,-2.94,-0.02,0.24
2014-07-18,601939,0.65,0.65,0.67,0.64,252278,98480230.0,4.55,-1.52,-0.01,0.26
2014-07-21,601939,0.64,0.65,0.65,0.63,182148,70924221.0,3.08,0.0,0.0,0.19
2014-07-22,601939,0.64,0.65,0.66,0.63,239928,93552254.0,4.62,0.0,0.0,0.25
2014-07-23,601939,0.65,0.68,0.69,0.64,370641,145469570.0,7.69,4.62,0.03,0.39
2014-07-24,601939,0.68,0.74,0.75,0.68,490336,194737287.0,10.29,8.82,0.06,0.51
2014-07-25,601939,0.75,0.77,0.77,0.74,296032,118621629.0,4.05,4.05,0.03,0.31
2014-07-28,601939,0.79,0.91,0.94,0.78,1190846,492697952.0,20.78,18.18,0.14,1.24
2014-07-29,601939,0.91,0.91,0.93,0.89,503893,209685218.0,4.4,0.0,0.0,0.53
2014-07-30,601939,0.91,0.86,0.92,0.84,540306,224089309.0,8.79,-5.49,-0.05,0.56
2014-07-31,601939,0.86,0.9,0.9,0.86,359111,148275214.0,4.65,4.65,0.04,0.37
2014-08-01,601939,0.89,0.9,0.95,0.88,622198,259409485.0,7.78,0.0,0.0,0.65
2014-08-04,601939,0.91,0.92,0.93,0.9,578190,241138487.0,3.33,2.22,0.02,0.6
2014-08-05,601939,0.93,0.93,0.94,0.9,382523,159419195.0,4.35,1.09,0.01,0.4
2014-08-06,601939,0.91,0.89,0.91,0.88,269067,111494418.0,3.23,-4.3,-0.04,0.28
2014-08-07,601939,0.9,0.84,0.9,0.83,378143,155540018.0,7.87,-5.62,-0.05,0.39
2014-08-08,601939,0.84,0.84,0.86,0.82,301806,123439691.0,4.76,0.0,0.0,0.31
2014-08-11,601939,0.84,0.87,0.88,0.84,255796,105303011.0,4.76,3.57,0.03,0.27
2014-08-12,601939,0.86,0.85,0.87,0.84,321164,131663708.0,3.45,-2.3,-0.02,0.33
2014-08-13,601939,0.84,0.88,0.88,0.84,374647,153844605.0,4.71,3.53,0.03,0.39
2014-08-14,601939,0.87,0.85,0.88,0.84,326453,134302226.0,4.55,-3.41,-0.03,0.34
2014-08-15,601939,0.85,0.86,0.88,0.83,295320,121193963.0,5.88,1.18,0.01,0.31
2014-08-18,601939,0.86,0.86,0.88,0.84,235927,96949748.0,4.65,0.0,0.0,0.25
2014-08-19,601939,0.86,0.85,0.87,0.83,286519,117325923.0,4.65,-1.16,-0.01,0.3
2014-08-20,601939,0.85,0.84,0.86,0.83,232770,95266439.0,3.53,-1.18,-0.01,0.24
2014-08-21,601939,0.84,0.82,0.84,0.79,321353,130609008.0,5.95,-2.38,-0.02,0.33
2014-08-22,601939,0.81,0.82,0.83,0.8,235294,95669785.0,3.66,0.0,0.0,0.25
2014-08-25,601939,0.82,0.8,0.83,0.79,227901,92423664.0,4.88,-2.44,-0.02,0.24
2014-08-26,601939,0.8,0.81,0.82,0.79,256380,103948047.0,3.75,1.25,0.01,0.27
2014-08-27,601939,0.81,0.79,0.81,0.79,138414,56084848.0,2.47,-2.47,-0.02,0.14
2014-08-28,601939,0.79,0.75,0.8,0.74,282616,113626982.0,7.59,-5.06,-0.04,0.29
2014-08-29,601939,0.76,0.77,0.78,0.73,263527,105385683.0,6.67,2.67,0.02,0.27
2014-09-01,601939,0.77,0.76,0.78,0.75,367131,147321247.0,3.9,-1.3,-0.01,0.38
2014-09-02,601939,0.77,0.82,0.82,0.76,476889,192269038.0,7.89,7.89,0.06,0.5
2014-09-03,601939,0.81,0.86,0.88,0.81,563266,230705707.0,8.54,4.88,0.04,0.59
2014-09-04,601939,0.87,0.88,0.89,0.85,386824,159421385.0,4.65,2.33,0.02,0.4
2014-09-05,601939,0.89,0.91,0.92,0.88,380265,157831551.0,4.55,3.41,0.03,0.4
2014-09-09,601939,0.91,0.9,0.92,0.89,249296,103411411.0,3.3,-1.1,-0.01,0.26
2014-09-10,601939,0.88,0.86,0.89,0.85,271804,111946798.0,4.44,-4.44,-0.04,0.28
2014-09-11,601939,0.87,0.86,0.9,0.85,407554,167903384.0,5.81,0.0,0.0,0.42
2014-09-12,601939,0.86,0.88,0.88,0.85,283000,116399190.0,3.49,2.33,0.02,0.29
2014-09-15,601939,0.87,0.87,0.88,0.85,361528,148802214.0,3.41,-1.14,-0.01,0.38
2014-09-16,601939,0.87,0.86,0.9,0.85,539290,222266038.0,5.75,-1.15,-0.01,0.56
2014-09-17,601939,0.87,0.86,0.88,0.85,357003,146729772.0,3.49,0.0,0.0,0.37
2014-09-18,601939,0.86,0.86,0.88,0.83,457916,188028647.0,5.81,0.0,0.0,0.48
2014-09-19,601939,0.86,0.87,0.88,0.85,323660,133121618.0,3.49,1.16,0.01,0.34
2014-09-22,601939,0.86,0.8,0.87,0.79,353500,143896834.0,9.2,-8.05,-0.07,0.37
2014-09-23,601939,0.8,0.8,0.85,0.79,322870,131166797.0,7.5,0.0,0.0,0.34
2014-09-24,601939,0.81,0.86,0.87,0.79,585571,238981550.0,10.0,7.5,0.06,0.61
2014-09-25,601939,0.88,0.85,0.88,0.84,432622,178023749.0,4.65,-1.16,-0.01,0.45
2014-09-26,601939,0.85,0.86,0.88,0.82,237583,97420169.0,7.06,1.18,0.01,0.25
2014-09-29,601939,0.85,0.83,0.87,0.83,485609,198755567.0,4.65,-3.49,-0.03,0.51
2014-09-30,601939,0.84,0.82,0.85,0.81,516471,210424409.0,4.82,-1.2,-0.01,0.54
2014-10-08,601939,0.84,0.84,0.85,0.8,483308,196848906.0,6.1,2.44,0.02,0.5
2014-10-09,601939,0.84,0.84,0.85,0.83,341850,139740219.0,2.38,0.0,0.0,0.36
2014-10-10,601939,0.83,0.82,0.84,0.81,352886,143632063.0,3.57,-2.38,-0.02,0.37
2014-10-13,601939,0.81,0.79,0.82,0.79,407155,164825887.0,3.66,-3.66,-0.03,0.42
2014-10-14,601939,0.79,0.81,0.82,0.79,341801,138540320.0,3.8,2.53,0.02,0.36
2014-10-15,601939,0.8,0.81,0.83,0.79,280723,113912827.0,4.94,0.0,0.0,0.29
2014-10-16,601939,0.8,0.83,0.86,0.8,519498,212083307.0,7.41,2.47,0.02,0.54
2014-10-17,601939,0.82,0.83,0.85,0.8,362487,147690995.0,6.02,0.0,0.0,0.38
2014-10-20,601939,0.85,0.84,0.85,0.81,249385,101753547.0,4.82,1.2,0.01,0.26
2014-10-21,601939,0.83,0.81,0.83,0.8,254701,103606723.0,3.57,-3.57,-0.03,0.27
2014-10-22,601939,0.81,0.81,0.82,0.8,278670,113231041.0,2.47,0.0,0.0,0.29
2014-10-23,601939,0.81,0.81,0.82,0.8,322884,131091223.0,2.47,0.0,0.0,0.34
2014-10-24,601939,0.8,0.8,0.81,0.78,313478,126691459.0,3.7,-1.23,-0.01,0.33
2014-10-27,601939,0.79,0.74,0.79,0.73,398154,159478883.0,7.5,-7.5,-0.06,0.42
2014-10-28,601939,0.74,0.79,0.79,0.74,399287,160109192.0,6.76,6.76,0.05,0.42
2014-10-29,601939,0.79,0.82,0.83,0.78,588204,238301457.0,6.33,3.8,0.03,0.61
2014-10-30,601939,0.81,0.84,0.86,0.79,874538,356195360.0,8.54,2.44,0.02,0.91
2014-10-31,601939,0.85,0.93,0.99,0.84,1964053,818337824.0,17.86,10.71,0.09,2.05
2014-11-03,601939,0.93,0.89,0.93,0.89,911741,379208800.0,4.3,-4.3,-0.04,0.95
2014-11-04,601939,0.89,0.91,0.91,0.87,746109,309092128.0,4.49,2.25,0.02,0.78
2014-11-05,601939,0.91,0.88,0.92,0.87,638217,264502723.0,5.49,-3.3,-0.03,0.67
2014-11-06,601939,0.89,0.88,0.9,0.86,314436,129875551.0,4.55,0.0,0.0,0.33
2014-11-07,601939,0.88,0.89,0.94,0.86,786320,326375888.0,9.09,1.14,0.01,0.82
2014-11-10,601939,0.91,0.95,0.96,0.9,1637403,685580576.0,6.74,6.74,0.06,1.71
2014-11-11,601939,0.99,1.09,1.2,0.98,4954643,2159180784.0,23.16,14.74,0.14,5.16
2014-11-12,601939,1.04,1.06,1.07,1.0,1556019,666843776.0,6.42,-2.75,-0.03,1.62
2014-11-13,601939,1.07,1.05,1.14,1.05,1433981,622451056.0,8.49,-0.94,-0.01,1.49
2014-11-14,601939,1.06,1.12,1.13,1.02,1146391,495111680.0,10.48,6.67,0.07,1.19
2014-11-17,601939,1.16,1.04,1.18,1.03,1296396,564009232.0,13.39,-7.14,-0.08,1.35
2014-11-18,601939,1.04,0.95,1.05,0.94,1173411,497645328.0,10.58,-8.65,-0.09,1.22
2014-11-19,601939,0.94,0.94,0.96,0.92,662993,277605744.0,4.21,-1.05,-0.01,0.69
2014-11-20,601939,0.93,0.92,0.94,0.89,807027,335802848.0,5.32,-2.13,-0.02,0.84
2014-11-21,601939,0.92,0.97,0.99,0.9,880096,369360656.0,9.78,5.43,0.05,0.92
2014-11-24,601939,0.94,0.99,1.03,0.91,1699926,718467392.0,12.37,2.06,0.02,1.77
2014-11-25,601939,1.0,1.03,1.04,0.98,1144898,486512336.0,6.06,4.04,0.04,1.19
2014-11-26,601939,1.03,1.1,1.11,1.02,1641881,710266784.0,8.74,6.8,0.07,1.71
2014-11-27,601939,1.14,1.14,1.19,1.07,1909701,836311120.0,10.91,3.64,0.04,1.99
2014-11-28,601939,1.14,1.45,1.48,1.14,5684492,2597402432.0,29.82,27.19,0.31,5.93
2014-12-01,601939,1.54,1.54,1.7,1.43,4952143,2390486960.0,18.62,6.21,0.09,5.16
2014-12-02,601939,1.48,1.82,1.93,1.45,4227102,2077574752.0,31.17,18.18,0.28,4.41
2014-12-03,601939,1.86,1.69,1.95,1.63,4896123,2477979088.0,17.58,-7.14,-0.13,5.1
2014-12-04,601939,1.71,1.93,1.95,1.66,3796797,1922048944.0,17.16,14.2,0.24,3.96
2014-12-05,601939,1.97,2.45,2.45,1.93,9762901,5448354304.0,26.94,26.94,0.52,10.18
2014-12-08,601939,2.44,2.86,2.91,2.28,10252267,5947076608.0,25.71,16.73,0.41,10.69
2014-12-09,601939,2.66,2.27,2.91,2.25,9938888,5841910272.0,23.08,-20.63,-0.59,10.36
2014-12-10,601939,2.21,2.39,2.49,1.92,6199365,3362111600.0,25.11,5.29,0.12,6.46
2014-12-11,601939,2.2,2.21,2.43,2.15,3768643,2083614016.0,11.72,-7.53,-0.18,3.93
2014-12-12,601939,2.2,2.19,2.33,2.14,3007855,1646927920.0,8.6,-0.9,-0.02,3.14
2014-12-15,601939,2.15,2.05,2.15,1.95,2577811,1361533216.0,9.13,-6.39,-0.14,2.69
2014-12-16,601939,2.05,2.39,2.41,2.02,4529198,2491078544.0,19.02,16.59,0.34,4.72
2014-12-17,601939,2.41,2.69,2.83,2.31,7606456,4444174336.0,21.76,12.55,0.3,7.93
2014-12-18,601939,2.74,2.51,2.75,2.45,4408983,2568914112.0,11.15,-6.69,-0.18,4.6
2014-12-19,601939,2.51,2.84,2.9,2.46,6873347,4113952384.0,17.53,13.15,0.33,7.16
2014-12-22,601939,2.88,3.34,3.45,2.79,10794105,6987803136.0,23.24,17.61,0.5,11.25
2014-12-23,601939,3.0,3.01,3.45,2.96,5762430,3701445984.0,14.67,-9.88,-0.33,6.01
2014-12-24,601939,3.01,2.67,3.07,2.58,4493709,2705840512.0,16.28,-11.3,-0.34,4.68
2014-12-25,601939,2.83,3.07,3.1,2.7,4923750,3041101904.0,14.98,14.98,0.4,5.13
2014-12-26,601939,3.1,3.23,3.25,2.99,5023457,3209230640.0,8.47,5.21,0.16,5.24
2014-12-29,601939,3.5,3.17,3.6,2.99,5590577,3695205328.0,18.89,-1.86,-0.06,5.83
2014-12-30,601939,3.16,3.32,3.42,3.05,4351254,2851623488.0,11.67,4.73,0.15,4.54
2014-12-31,601939,3.32,3.48,3.61,3.17,5456927,3654419008.0,13.25,4.82,0.16,5.69
2015-01-05,601939,3.51,3.67,3.77,3.42,5604244,3829590496.0,10.06,5.46,0.19,5.84
2015-01-06,601939,3.54,3.57,3.97,3.5,5430745,3754165360.0,12.81,-2.72,-0.1,5.66
2015-01-07,601939,3.44,3.38,3.54,3.27,4606648,3065659936.0,7.56,-5.32,-0.19,4.8
2015-01-08,601939,3.41,3.1,3.45,3.05,4272470,2749604976.0,11.83,-8.28,-0.28,4.45
2015-01-09,601939,3.1,3.15,3.52,2.97,6223736,4020934992.0,17.74,1.61,0.05,6.49
2015-01-12,601939,3.05,3.0,3.13,2.9,3526713,2205932912.0,7.3,-4.76,-0.15,3.68
2015-01-13,601939,2.97,2.93,3.03,2.9,1927967,1195999920.0,4.33,-2.33,-0.07,2.01
2015-01-14,601939,2.95,3.08,3.15,2.95,2644159,1668441888.0,6.83,5.12,0.15,2.76
2015-01-15,601939,3.08,3.3,3.3,3.02,2873713,1841322960.0,9.09,7.14,0.22,3.0
2015-01-16,601939,3.33,3.39,3.46,3.25,4371586,2897310368.0,6.36,2.73,0.09,4.56
2015-01-19,601939,2.8,2.73,3.03,2.73,4496686,2744156144.0,8.85,-19.47,-0.66,4.69
2015-01-20,601939,2.7,2.69,2.84,2.55,3330368,1980819568.0,10.62,-1.47,-0.04,3.47
2015-01-21,601939,2.73,3.02,3.08,2.63,4342528,2656387328.0,16.73,12.27,0.33,4.53
2015-01-22,601939,3.0,2.95,3.07,2.85,2880122,1788607152.0,7.28,-2.32,-0.07,3.0
2015-01-23,601939,3.01,2.96,3.1,2.92,3372497,2112239248.0,6.1,0.34,0.01,3.52
2015-01-26,601939,2.93,2.9,2.95,2.81,2125211,1300648464.0,4.73,-2.03,-0.06,2.22
2015-01-27,601939,2.9,2.77,2.92,2.66,2738930,1649026160.0,8.97,-4.48,-0.13,2.85
2015-01-28,601939,2.72,2.72,2.8,2.67,1461445,873546448.0,4.69,-1.81,-0.05,1.52
2015-01-29,601939,2.6,2.63,2.67,2.56,1696873,995484640.0,4.04,-3.31,-0.09,1.77
2015-01-30,601939,2.65,2.6,2.69,2.57,1275619,750553296.0,4.56,-1.14,-0.03,1.33
2015-02-02,601939,2.47,2.42,2.54,2.41,1519265,866948992.0,5.0,-6.92,-0.18,1.58
